,day,price
0,1,9.81
1,2,9.81
2,3,9.81
3,4,9.81
4,5,9.81
5,6,9.81
6,7,9.81
7,8,9.81
8,9,9.81
9,10,9.81
10,11,9.81
11,12,9.81
12,13,9.81
13,14,9.81
14,15,9.81
15,16,9.81
16,17,9.81
17,18,9.81
18,19,9.81
19,20,9.81
20,21,9.81
21,22,9.81
22,23,9.81
23,24,9.81
24,25,9.81
25,26,9.81
26,27,9.81
27,28,9.81
28,29,9.81
29,30,9.81
30,31,9.81
31,32,9.81
32,33,9.81
33,34,9.81
34,35,9.81
35,36,9.81
36,37,9.81
37,38,9.81
38,39,9.81
39,40,9.81
40,41,9.81
41,42,9.81
42,43,9.81
43,44,9.81
44,45,9.81
45,46,9.81
46,47,9.81
47,48,9.81
48,49,9.81
49,50,9.81
50,51,9.81
51,52,9.81
52,53,9.81
53,54,9.81
54,55,9.81
55,56,9.81
56,57,9.81
57,58,9.81
58,59,9.81
59,60,9.81
60,61,9.81
61,62,9.81
62,63,9.81
63,64,9.81
64,65,9.81
65,66,9.81
66,67,9.81
67,68,9.81
68,69,9.81
69,70,9.81
70,71,9.81
71,72,9.81
72,73,9.81
73,74,9.81
74,75,9.81
75,76,9.81
76,77,9.81
77,78,9.81
78,79,9.81
79,80,9.81
80,81,9.81
81,82,9.81
82,83,9.81
83,84,9.81
84,85,9.81
85,86,9.81
86,87,9.81
87,88,9.81
88,89,9.81
89,90,9.81
90,91,9.81
91,92,9.81
92,93,9.81
93,94,9.81
94,95,9.81
95,96,9.81
96,97,9.81
97,98,9.81
98,99,9.81
99,100,9.81
100,101,9.81
101,102,9.81
102,103,9.81
103,104,9.81
104,105,9.81
105,106,9.81
106,107,9.81
107,108,9.81
108,109,9.81
109,110,9.81
110,111,9.81
111,112,9.81
112,113,9.81
113,114,9.81
114,115,9.81
115,116,9.81
116,117,9.81
117,118,9.81
118,119,9.81
119,120,9.81
120,121,9.81
121,122,9.81
122,123,9.81
123,124,9.81
124,125,9.81
125,126,9.81
126,127,9.81
127,128,9.81
128,129,9.81
129,130,9.81
130,131,9.81
131,132,9.81
132,133,9.81
133,134,9.81
134,135,9.81
135,136,9.81
136,137,9.81
137,138,9.81
138,139,9.81
139,140,9.81
140,141,9.81
141,142,9.81
142,143,9.81
143,144,9.81
144,145,9.81
145,146,9.81
146,147,9.81
147,148,9.81
148,149,9.81
149,150,9.81
150,151,9.81
151,152,9.81
152,153,9.81
153,154,9.81
154,155,9.81
155,156,9.81
156,157,9.81
157,158,9.81
158,159,9.81
159,160,9.81
160,161,9.81
161,162,9.81
162,163,9.81
163,164,9.81
164,165,9.81
165,166,9.81
166,167,9.81
167,168,9.81
168,169,9.81
169,170,9.81
170,171,9.81
171,172,9.81
172,173,9.81
173,174,9.81
174,175,9.81
175,176,9.81
176,177,9.81
177,178,9.81
178,179,9.81
179,180,9.81
180,181,9.81
181,182,9.81
182,183,9.81
183,184,9.81
184,185,9.81
185,186,9.81
186,187,9.81
187,188,9.81
188,189,9.81
189,190,9.81
190,191,9.81
191,192,9.81
192,193,9.81
193,194,9.81
194,195,9.81
195,196,9.81
196,197,9.81
197,198,9.81
198,199,9.81
199,200,9.81
200,201,9.81
201,202,9.81
202,203,9.81
203,204,9.81
204,205,9.81
205,206,9.81
206,207,9.81
207,208,9.81
208,209,9.81
209,210,9.81
210,211,9.81
211,212,9.81
212,213,9.81
213,214,9.81
214,215,9.81
215,216,9.81
216,217,9.81
217,218,9.81
218,219,9.81
219,220,9.81
220,221,9.81
221,222,9.81
222,223,9.81
223,224,9.81
224,225,9.81
225,226,9.81
226,227,9.81
227,228,9.81
228,229,9.81
229,230,9.81
230,231,9.81
231,232,9.81
232,233,9.81
233,234,9.81
234,235,9.81
235,236,9.81
236,237,9.81
237,238,9.81
238,239,9.81
239,240,9.81
240,241,9.81
241,242,9.81
242,243,9.81
243,244,9.81
244,245,9.81
245,246,9.81
246,247,9.81
247,248,9.81
248,249,9.81
249,250,9.81
250,251,9.81
251,252,9.81
252,253,9.81
253,254,9.81
254,255,9.81
255,256,9.81
256,257,9.81
257,258,9.81
258,259,9.81
259,260,9.81
260,261,9.81
261,262,9.81
262,263,9.81
263,264,9.81
264,265,9.81
265,266,9.81
266,267,9.81
267,268,9.81
268,269,9.81
269,270,9.81
270,271,9.81
271,272,9.81
272,273,9.81
273,274,9.81
274,275,9.81
275,276,9.81
276,277,9.81
277,278,9.81
278,279,9.81
279,280,9.81
280,281,9.81
281,282,9.81
282,283,9.81
283,284,9.81
284,285,9.81
285,286,9.81
286,287,9.81
287,288,9.81
288,289,9.81
289,290,9.81
290,291,9.81
291,292,9.81
292,293,9.81
293,294,9.81
294,295,9.81
295,296,9.81
296,297,9.81
297,298,9.81
298,299,9.81
299,300,9.81
300,301,9.81
301,302,9.81
302,303,9.81
303,304,9.81
304,305,9.81
305,306,9.81
306,307,9.81
307,308,9.81
308,309,9.81
309,310,9.81
310,311,9.81
311,312,9.81
312,313,9.81
313,314,9.81
314,315,9.81
315,316,9.81
316,317,9.81
317,318,9.81
318,319,9.81
319,320,9.81
320,321,9.81
321,322,9.81
322,323,9.81
323,324,9.81
324,325,9.81
325,326,9.81
326,327,9.81
327,328,9.81
328,329,9.81
329,330,9.81
330,331,9.81
331,332,9.81
332,333,9.81
333,334,9.81
334,335,9.81
335,336,9.81
336,337,9.81
337,338,9.81
338,339,9.81
339,340,9.81
340,341,9.81
341,342,9.81
342,343,9.81
343,344,9.81
344,345,9.81
345,346,9.81
346,347,9.81
347,348,9.81
348,349,9.81
349,350,9.81
350,351,9.81
351,352,9.81
352,353,9.81
353,354,9.81
354,355,9.81
355,356,9.81
356,357,9.81
357,358,9.81
358,359,9.81
359,360,9.81
360,361,9.81
361,362,9.81
362,363,9.81
363,364,9.81
364,365,9.81
